"Datum","Umsatz_letzte_1_Tage","Umsatz_letzte_3_Tage","Umsatz_letzte_7_Tage","Umsatz_letzte_30_Tage"
2013-10-29,178.491589347428,195.738197316879,184.812105120511,206.312754062519
2013-10-30,151.409301818919,184.675282180819,178.983335869407,202.968241095683
2013-10-31,158.227312565554,161.781037237881,174.405556933522,200.774220598397
2013-11-01,151.222497886636,153.619704090369,171.888602951939,198.681778373614
2013-11-02,163.518984729272,157.656265060487,172.532144789981,195.915093280847
2013-11-03,189.227767104864,167.989749906924,173.479491970534,192.704178109367
2013-11-04,205.111995483783,185.95291577264,170.847929372471,191.741263900082
2013-11-05,159.174751010905,185.994842975671,168.492217380212,188.566200700429
2013-11-06,126.735661588516,163.938805734607,164.881440761129,183.900174512867
2013-11-07,128.287189095541,136.824168185816,160.499959277712,181.14119068847
2013-11-08,143.513933665152,132.845594783069,159.371876708714,179.668035548559
2013-11-09,138.878311821823,136.893144860839,155.765924575917,177.34163848858
2013-11-10,160.476938841203,147.623061442726,151.55848629343,176.265609366054
2013-11-11,234.839672909065,178.06497452403,155.908878111764,178.012765718055
2013-11-12,150.644476746144,181.987029498804,154.768026381063,175.597895231749
2013-11-13,127.226847880705,170.903665845304,154.838195851376,172.667638000395
2013-11-14,137.593091487083,138.488138704644,156.167610478739,171.10682827689
2013-11-15,125.852251185785,130.224063517858,153.644512981687,169.097449428613
2013-11-16,133.499890278338,132.315077650402,152.876167046903,166.979647343627
2013-11-17,172.637380792924,143.996507419016,154.613373040006,166.894470314854
2013-11-18,254.756548859197,186.964606643486,157.458641032882,169.290691447488
2013-11-19,136.273889262377,187.889272971499,155.405699963773,166.908118316367
2013-11-20,123.017466604464,171.349301575346,154.804359781452,164.194513408554
2013-11-21,135.658910748687,131.650088871842,154.528048247396,163.040953311879
2013-11-22,142.275111817709,133.650496390287,156.874171194814,161.537084621241
2013-11-23,136.158954236716,138.030992267704,157.254037474582,159.836787794859
2013-11-24,167.413699143572,148.615921732666,156.50779723896,159.802810796526
2013-11-25,255.336432216079,186.303028532123,156.590637718515,163.046012483495
2013-11-26,145.663735098562,189.471288819404,157.932044266541,161.795771148466
2013-11-27,147.927228266991,182.975798527211,161.490581646902,159.262048284301
2013-11-28,125.872053919794,139.821005761782,160.092459242775,157.605692577582
2013-11-29,149.348388542181,141.049223576322,161.102927346271,157.536611685625
2013-11-30,138.81281015741,138.011084206462,161.482049620656,156.885846241776
2013-12-01,182.158796187946,155.280069008075,163.135557808435,157.786659948864
2013-12-02,213.449219155947,177.90389157764,157.005721750855,159.469701558752
2013-12-03,143.665707470513,179.616678864617,156.713327463823,157.933901795797
2013-12-04,129.632404607768,162.249110411409,154.03603619662,155.389645923571
2013-12-05,140.525085489257,137.941065855846,156.180382279956,154.785663308809
2013-12-06,148.378049140292,139.511846412439,156.038381391875,155.511106466969
2013-12-07,131.67193566873,140.191690099426,154.993375369141,155.624561659366
2013-12-08,150.823560214276,143.624515007766,151.163708820969,155.869577074421
2013-12-09,177.114019077208,153.203171653405,145.972965952578,157.151220893037
2013-12-10,131.031657835011,152.989745708832,144.168101718935,156.164228233611
2013-12-11,125.421022309537,144.522233073919,143.56647567633,152.496563967705
2013-12-12,110.657268145062,122.369982763203,139.299644627159,151.156210606775
2013-12-13,130.368727824599,122.149006093066,136.726884439203,151.261525018302
2013-12-14,127.657758434303,122.614398117029,136.360642063553,151.059231581602
2013-12-15,169.829883882316,141.853161158168,138.37485956829,152.443949908599
2013-12-16,208.972362805713,171.329524276086,143.153611127566,155.002338807832
2013-12-17,111.042619249867,162.896430102651,140.155255339794,152.914380789423
2013-12-18,121.66438316489,147.22645507349,139.591759468097,148.402781952328
2013-12-19,123.564510244848,118.757170886535,141.527845783065,147.971955544954
2013-12-20,129.557948765308,124.928947391682,141.406228924171,148.193666804644
2013-12-21,133.894978710204,129.005812573453,141.983664318453,148.133872498255
2013-12-22,158.784395395827,140.745774290446,141.068742619523,148.693509229716
2013-12-23,183.34526003895,158.674878048327,137.407727938556,150.293045019623
2013-12-24,189.224967530832,177.118207655203,148.576634835837,151.032410049699
2013-12-25,239.220796113696,201.854432116892,163.569179138641,149.981942989027
2013-12-26,NA,211.950344159406,170.427122377577,150.134350326338
2013-12-27,NA,239.220796113696,178.882813469771,150.215098694363
2013-12-28,209.30101810435,209.30101810435,193.954886031567,152.923613207843
2013-12-29,NA,209.30101810435,203.546838023133,153.060245997614
2013-12-30,220.934251932355,215.646418374171,213.798381266789,156.198645046338
2013-12-31,260.910362473245,239.105211269124,232.036495002409,158.706656711475
2014-01-01,653.85286649955,349.704585997237,314.603694024015,169.365556482349
2014-01-02,NA,435.551475373825,314.603694024015,170.400449731147
2014-01-03,184.961392977533,372.51798238634,284.686239936366,172.628462685635
2014-01-04,190.835331889548,187.631365210267,281.135146433519,174.545047882917
2014-01-05,213.594000453847,195.744688723886,270.241413210991,176.9412843136
2014-01-06,228.803020094837,211.077450812744,273.196446614026,180.577755346308
2014-01-07,179.073823725929,207.156948091538,259.557023489473,181.75710370969
2014-01-08,169.568735359439,192.481859726735,194.165900499458,181.527358334993
2014-01-09,155.48144342558,168.041334170316,188.793059239197,182.735362729768
2014-01-10,156.336143776384,160.462107520468,184.813214103652,184.227545460433
2014-01-11,156.573484891035,156.130357364333,179.918664532436,186.377555113236
2014-01-12,191.960242700314,168.289957122578,176.828127710503,188.977315125145
2014-01-13,268.150977600829,205.561568397393,182.449264497073,193.994930095378
2014-01-14,148.289900531943,202.800373611029,178.051561183646,193.225644975722
2014-01-15,187.304277149987,201.248385094253,180.585210010868,192.332931694365
2014-01-16,166.147544600392,167.247240760774,182.108938750126,194.918547195793
2014-01-17,154.003444833738,169.151755528039,181.775696044034,196.633506848166
2014-01-18,149.534306127007,156.561765187046,180.770099077744,198.125550789447
2014-01-19,188.83234885116,164.123366603968,180.323257099294,200.828807103916
2014-01-20,244.140497566398,194.169050848188,176.893188522946,205.44195204925
2014-01-21,151.960399549176,194.977748655578,177.417545525408,205.53621954865
2014-01-22,152.722058536685,182.94098521742,172.477228580651,204.544363124395
2014-01-23,150.644305198535,151.775587761465,170.262480094671,203.188760711663
2014-01-24,156.571855056932,153.312739597384,170.629395840842,200.034220976672
2014-01-25,167.661476149842,158.292545468437,173.21899155839,198.844046534509
2014-01-26,201.736345803547,175.323225670107,175.062419694445,198.946610338375
2014-01-27,253.341862618279,207.579894857223,176.376900416142,200.508342413337
2014-01-28,154.226001904588,203.101403442138,176.700557895487,198.923330752079
2014-01-29,149.352052452451,185.639972325106,176.219128454882,196.30317958946
2014-01-30,133.463084175476,145.680379510838,173.764668308731,191.908445855054
2014-01-31,165.162159601199,149.325765409709,174.991854672197,178.336465623223
2014-02-01,170.831048766921,156.485430847865,175.444650760352,178.08794188626
2014-02-02,195.127592068758,177.040266812293,174.500543083953,178.380992182025
2014-02-03,301.968313152493,222.642317996057,181.447178874555,182.08542489079
2014-02-04,203.392328579562,233.496077933604,188.470939828123,181.745369161647
2014-02-05,171.94683263032,225.769158120792,191.698765567818,179.85016291283
2014-02-06,188.401590353799,187.913583854561,199.547123593293,180.161088467092
2014-02-07,173.025296017854,177.791239667324,200.670428795672,180.276307155706
2014-02-08,161.865534056847,174.4308068095,199.389640979948,180.489110176748
2014-02-09,234.710498744901,189.867109606534,205.044341933682,183.101588675699
2014-02-10,303.291689090869,233.289240630872,205.233395639165,187.99219548236
2014-02-11,180.538085326125,239.513424387298,201.968503745816,187.61145690322
2014-02-12,174.655005396406,219.494926604467,202.355385569543,184.494924496406
2014-02-13,175.791878956326,176.994989892953,200.553998227047,185.411657110552
2014-02-14,195.755616573294,182.067500308675,203.801186877824,185.693368424663
2014-02-15,206.320261134637,192.622585554753,210.151862174651,187.032458975804
2014-02-16,257.686741126025,219.920872944652,213.434182514812,190.488568852214
2014-02-17,313.88793487393,259.298312378197,214.947931912392,195.967023143778
2014-02-18,191.609977126577,254.394884375511,216.529630741028,196.059610752958
2014-02-19,175.761627474639,227.086513158382,216.687719609347,193.780315083233
2014-02-20,171.610205323245,179.660603308154,216.090337661764,194.435308609035
2014-02-21,192.07074130937,179.814191369085,215.563926909775,195.746931368125
2014-02-22,214.186157303759,192.622367978791,216.687626362507,197.864993104966
2014-02-23,239.505652553996,215.254183722375,214.090327995074,200.629453021535
2014-02-24,361.869102927737,271.853637595164,220.944780574189,207.103040580798
2014-02-25,171.230656290182,257.535137257305,218.033449026133,206.086184263686
2014-02-26,165.153517096348,232.751092104755,216.518004686377,203.146572746288
2014-02-27,174.137999653505,170.174057680012,216.879118162128,203.810306004585
2014-02-28,183.25105667857,174.180857809474,215.619163214871,204.940272812122
2014-03-01,179.853744816439,179.080933716171,210.714532859539,206.486628166821
2014-03-02,253.737708981963,205.61417015899,212.74768377782,209.439146479513
2014-03-03,267.558097219237,233.71651700588,199.27468296232,212.663381427924
2014-03-04,197.652715809275,239.649507336825,203.049262893619,212.747552219274
2014-03-05,174.268763162613,213.159858730375,204.351440903086,208.490900552945
2014-03-06,170.583415005299,180.834964659062,203.843643096199,207.39727010047
2014-03-07,174.382808989319,173.07832905241,202.576750569163,207.478469312436
2014-03-08,165.489236685807,170.151820226808,200.524677979073,206.71472419017
2014-03-09,234.675835622547,191.515960432558,197.801553213442,208.769742176993
2014-03-10,289.369592101591,229.844888136648,200.917481053779,213.019877445151
2014-03-11,170.412218035556,231.485881919898,197.025981371819,210.876601421506
2014-03-12,177.5831843859,212.454998174349,197.499470118003,206.686317931341
2014-03-13,168.478605012504,172.158002477987,197.198782976175,206.28433525422
2014-03-14,179.031799054161,175.031196150855,197.862924414009,206.430228376145
2014-03-15,178.205260053203,175.238554706623,199.67949918078,206.510674412708
2014-03-16,227.972738235065,195.069932447476,198.721913839711,207.5845784681
2014-03-17,191.312682637517,199.163560308595,184.713783916272,207.084325851529
2014-03-18,166.104934461838,195.130118444807,184.098457691456,204.031598962723
2014-03-19,164.328036204727,173.915217768028,182.204865094145,199.046269007083
2014-03-20,156.426669179845,162.28654661547,180.483159975194,197.873492075525
2014-03-21,184.849999251412,168.534901545328,181.314331431944,198.176437801418
2014-03-22,170.80010818269,170.692258871316,180.256452593299,198.149434563399
2014-03-23,244.73521895536,200.128442129821,182.651092696199,199.904917151599
2014-03-24,218.990172771622,211.508499969891,186.605019858213,200.065051000528
2014-03-25,188.59817959912,217.441190442034,189.818340592111,198.368135235365
2014-03-26,172.777726758226,193.455359709656,191.025439242611,192.065089363048
2014-03-27,188.529041370875,183.30164924274,195.611492412758,192.641702199071
2014-03-28,213.329982206632,191.545583445244,199.680061406361,194.247584369414
2014-03-29,222.651591324338,208.170204967282,207.087416140882,195.864704091775
2014-03-30,299.990648978368,245.32407416978,214.981049001312,199.756023835102
2014-03-31,242.636120076518,255.092786793075,218.35904147344,201.848769677104
2014-04-01,198.547340504053,247.058036519646,219.780350174144,200.009090727841
2014-04-02,186.383493555439,209.188984712003,221.724031145175,197.303270605714
2014-04-03,187.646323726306,190.859052595266,221.597928624522,196.969724202948
2014-04-04,200.833184799824,191.621000693856,219.812671852121,197.855204924189
2014-04-05,203.878257762657,197.452588762929,217.130767057595,198.965033016101
2014-04-06,256.533648010312,220.415030190931,210.922624062158,201.7033943168
2014-04-07,268.235283897355,242.882396556775,214.579647465135,205.128262557185
2014-04-08,217.744482602369,247.504471503345,217.322096336323,204.563884123179
2014-04-09,197.062579946471,227.680782148732,218.847680106471,201.486983718009
2014-04-10,213.063096772518,209.290053107119,222.478647684501,202.908679675908
2014-04-11,204.790619313225,204.972098677405,223.04399547213,203.815594173485
2014-04-12,200.760840516059,206.204852200601,222.598650151187,204.89166869027
2014-04-13,310.404546675925,238.652002168403,230.294492817703,209.270760277662
2014-04-14,291.341384634536,267.502257275507,233.595364351586,213.041964430373
2014-04-15,204.998478856722,268.914803389061,231.774506673637,212.276155784429
2014-04-16,236.248516281939,244.196126591066,237.372497578703,213.774016905909
2014-04-17,225.603517703253,222.283504280638,239.163986283094,215.757303013957
2014-04-18,308.968106218012,256.940046734401,254.046484412349,220.578638681066
2014-04-19,NA,267.285811960632,262.927425061731,222.790775560419
2014-04-20,422.547687579464,359.447920156435,276.758302372075,229.656966738344
2014-04-21,314.053458332342,362.273115775507,280.674177147559,234.631041396318
2014-04-22,284.703803366179,334.569789915033,294.416474476775,236.018839466138
2014-04-23,262.839778851951,288.938958850029,300.292653350878,237.364483459255
2014-04-24,223.66922981803,256.658877237775,299.947244799945,238.59074395642
2014-04-25,215.740201129258,232.029019296017,283.299404605525,240.092928374988
2014-04-26,213.826994707294,217.745475218194,272.773281893672,240.977472197939
2014-04-27,261.118671387219,230.228622407924,253.438850267924,242.648405386072
2014-04-28,241.891016005385,238.945560699966,242.826726396313,243.321112542752
2014-04-29,193.235283933696,232.081657108766,229.375473538594,239.58840747126
2014-04-30,215.357587863996,216.827962601025,223.548426406411,238.634612638654
2014-05-01,227.882767702072,212.158546499921,224.150360389846,239.660326876347
2014-05-02,NA,221.620177783034,225.552053599944,241.590646924206
2014-05-03,261.659951459585,244.771359580828,233.524213058659,244.272300102948
2014-05-04,NA,261.659951459585,228.005321392946,245.905349550434
2014-05-05,NA,261.659951459585,224.533897739837,247.547032823394
2014-05-06,631.282668831293,631.282668831293,334.045743964236,262.185666449213
2014-05-07,186.851461203996,409.067065017645,326.919212299236,259.006610875254
2014-05-08,159.177979323014,325.770703119435,309.743015204472,256.718856840904
2014-05-09,197.527849918133,181.185763481715,287.299982147204,256.737031449172
2014-05-10,181.0881858251,179.264671688749,271.185629020307,255.488011490289
2014-05-11,241.740798515542,206.785611419592,266.278157269513,256.931377865379
2014-05-12,238.346432731988,220.391805690877,262.28791090701,258.399565061314
2014-05-13,173.319623678615,217.802284975382,196.864618742341,253.044685256732
2014-05-14,188.576508662285,200.080855024296,197.111054093525,249.030432289066
2014-05-15,171.130422079108,177.675518140003,198.818545915825,247.70746132119
2014-05-16,185.834148289042,181.847026343478,197.148017111669,245.738150071468
2014-05-17,245.143068166482,200.702546178211,206.298714589009,246.501413761437
2014-05-18,266.968597780745,232.648604745423,209.902685912609,244.860807963107
2014-05-19,286.71912534993,266.276930432386,216.813070572315,246.434428917499
2014-05-20,188.081615203387,247.256446111354,218.921926504425,238.999972923331
2014-05-21,191.777992795718,222.192911116345,219.37928138063,234.437455552562
2014-05-22,178.011440204362,185.957016067822,220.362283969952,230.456397225628
2014-05-23,185.05171893881,184.947050646297,220.25050834849,227.815234870522
2014-05-24,206.614498719853,189.892552621008,214.746426998972,227.183578163182
2014-05-25,244.963430092243,212.209882583635,211.6028316149,228.265919976626
2014-05-26,260.576158336749,237.384695716282,207.868122041589,229.99737048142
2014-05-27,193.897397305418,233.14566191147,208.698948056165,227.507693663576
2014-05-28,209.227004290701,221.233519977623,211.191663984019,226.297915451921
2014-05-29,286.376783564809,225.794938731416,224.916416843474,229.324994780598
2014-05-30,318.441049685528,270.274814581455,244.532494894462,233.171392609759
2014-05-31,288.114732513594,298.449003232489,256.517823393541,235.418853983323
2014-06-01,305.988754126846,304.181512108656,265.492135751571,237.957339599997
2014-06-02,282.784641096727,292.296042579056,268.758089098627,238.717220522196
2014-06-03,228.129523981238,272.30097306827,273.792225374482,238.34959217008
2014-06-04,205.711748750865,238.87530460961,273.275276030389,237.25436252514
2014-06-05,203.033874032206,212.291715588103,261.743474883858,222.883597598996
2014-06-06,224.471999032874,211.072540605315,248.319324790621,224.146031754327
2014-06-07,265.324162649597,228.487572565985,244.467628108887,227.453820847149
2014-06-08,353.831651743497,282.343921748589,251.50334834663,232.734354692601
2014-06-09,313.856492746529,314.266955217751,256.07273829513,237.219770466973
2014-06-10,361.142373613089,342.943506034372,275.633451476285,241.253607463512
2014-06-11,232.437891239784,302.478919199801,279.563766548185,241.053994575262
2014-06-12,221.391650551084,271.657305134652,282.263439565667,242.678049537169
2014-06-13,212.167976620282,221.999172803716,280.454024504991,243.475058589805
2014-06-14,252.084620004121,228.548082391829,278.130379502626,246.209997708893
2014-06-15,270.422710283669,244.891768969357,266.214816436937,249.0677193979
2014-06-16,277.015634457967,266.507654915252,260.951836681428,250.144495286126
2014-06-17,223.046292016287,256.828212252641,241.223825024742,248.660633604895
2014-06-18,204.453176182215,234.838367552156,237.226008587946,245.881378565445
2014-06-19,230.564988287738,219.354818828746,238.536485407468,247.316627656132
2014-06-20,230.281915717347,221.766693395767,241.124190992763,248.617435862944
2014-06-21,274.040509016357,244.962471007147,244.26074656594,251.861661160647
2014-06-22,314.785032217666,273.03581898379,250.59822112794,256.244543366013
2014-06-23,311.270339182762,300.031960138928,255.491750374339,259.780213651923
2014-06-24,250.867031080909,292.307467493779,259.466141669285,259.979659631269
2014-06-25,239.110397891707,267.082589385126,264.417173342069,259.25446502164
2014-06-26,248.440056597297,246.139161856638,266.970754529149,261.097122430149
2014-06-27,283.941164194658,257.163872894554,274.636361454479,263.621249453931
2014-06-28,282.596472636861,271.659231142939,275.858641971694,263.647115087966
2014-06-29,419.241907172718,328.593181334746,290.781052679559,267.029694198274
2014-06-30,322.97150830666,341.603296038746,292.452648268687,268.199384661129
2014-07-01,236.309272173623,326.174229217667,290.372968424789,265.861147011692
2014-07-02,205.421759511056,254.90084666378,285.560305798982,263.265077159824
2014-07-03,222.083719313408,221.271583666029,281.795114758426,263.062197808554
2014-07-04,222.433371389103,216.646283404522,273.008287214776,263.623326085005
2014-07-05,203.535584219022,216.017558307178,261.713874583656,263.640161997314
2014-07-06,263.548207334269,229.839054314131,239.471917463877,264.951444155079
2014-07-07,258.083576246605,241.722455933299,230.202212883869,264.712576064943
2014-07-08,230.168000300175,250.59992796035,229.32488833052,260.590454350166
2014-07-09,228.703169539739,238.984915362173,232.650804048903,257.752010243273
2014-07-10,246.04957981136,234.973583217092,236.074498405753,253.915583783215
2014-07-11,245.753353132637,240.168700827912,239.405924369115,254.359432512977
2014-07-12,270.122822833301,253.975251925766,248.918387028298,255.983804922384
2014-07-13,302.624399309415,272.833525091784,254.500700167605,258.999019012022
2014-07-14,321.006354919043,297.917859020587,263.489668549382,261.296410175852
2014-07-15,261.766724893057,295.132493040505,268.00377206265,261.007877329499
2014-07-16,268.320954512708,283.698011441603,273.663455630217,260.718054664657
2014-07-17,281.954664410187,270.680781271984,278.79275343005,262.681667077787
2014-07-18,275.356291020967,275.210636647954,283.021744556954,265.045104239079
2014-07-19,279.409551980691,278.906835803948,284.348420149438,266.673256362177
2014-07-20,327.719790970712,294.16187799079,287.933476101052,269.921185537289
2014-07-21,342.329995933617,316.486446295007,290.979710531706,272.197501767864
2014-07-22,285.927999148836,318.659262017722,294.431321139674,271.23560066557
2014-07-23,272.107297608342,300.121764230265,294.972227296193,269.930165946423
2014-07-24,276.523757743819,278.186351500332,294.196383486712,270.78539016852
2014-07-25,275.175002868319,274.602019406827,294.170485179191,271.98754366774
2014-07-26,274.170663775822,275.28980812932,293.422072578495,272.845230573691
2014-07-27,311.013413426018,286.786360023386,291.035447214968,273.747638881403
2014-07-28,339.895490683034,308.359855961625,290.687660750598,275.657606149609
2014-07-29,290.809274299336,313.906059469463,291.384985772099,271.376518387163
2014-07-30,291.944395580661,307.549720187677,294.218856911001,270.342281296296
2014-07-31,349.435635225005,307.965063592857,303.317168943117,273.607640097156
2014-08-01,356.64912896825,329.543156513563,314.045613502951,278.155581708068
